20.382,334
5.1843,1436
5.0007,1993
4.3529,1679
3.9937,51
3.8124,1301
3.3995,22
3.0718,933
3.0605,587
2.9982,1460
2.8797,333
2.432,2104
1.981,2005
1.6902,313
0.89934,1620
0.68904,1771
0.43367,354
-0.059892,1092
-0.24352,2395
-0.51197,1034
-0.7052,1902
-0.9839,1792
-4.3242,1009
-4.8326,644
-15.575,2006
