-1.5733,1620
-1.4147,2104
-1.1562,1301
-1.053,1092
-0.81791,333
-0.64904,1993
-0.63102,1034
-0.50262,587
-0.43973,354
-0.3668,1436
-0.24381,313
-0.20558,644
-0.19905,2395
-0.13349,1679
0.059104,1902
0.091011,2006
0.3035,1771
0.54338,334
0.82886,1792
0.84493,933
0.90905,1460
0.94874,22
0.95888,1009
1.2212,2005
2.6775,51
